1.097559960900000078e+04,4.665400089999999977e+02
1.107459960900000078e+04,4.634490049999999997e+02
1.132320019499999944e+04,4.658529970000000162e+02
1.165720019499999944e+04,4.702040099999999825e+02
1.191670019499999944e+04,4.632810059999999908e+02
1.429150000000000000e+04,4.285880129999999895e+02
1.789969921899999827e+04,4.344079899999999839e+02
1.656940039099999922e+04,4.560310059999999908e+02
1.517820019499999944e+04,4.735020139999999742e+02
1.545540039099999922e+04,4.417210079999999834e+02
1.693680078100000173e+04,5.151359860000000026e+02
1.741540039099999922e+04,6.514310299999999643e+02
1.640819921899999827e+04,7.027670289999999795e+02
1.656400000000000000e+04,6.958159789999999703e+02
1.770690039099999922e+04,6.844479979999999841e+02
1.949740039099999922e+04,6.962089839999999867e+02
1.914080078100000173e+04,7.199749759999999696e+02
1.911419921899999827e+04,7.946450200000000450e+02
1.777669921899999827e+04,8.268229979999999841e+02
1.662459960900000078e+04,8.190859990000000153e+02
1.580290039099999922e+04,8.210629880000000185e+02
1.383179980500000056e+04,6.748599850000000515e+02
1.469920019499999944e+04,7.193870239999999967e+02
1.392579980500000056e+04,6.941480099999999993e+02
1.402659960900000078e+04,7.658339839999999867e+02
1.609979980500000056e+04,7.738359990000000153e+02
1.583850000000000000e+04,7.628419800000000350e+02
1.460650000000000000e+04,7.370230099999999993e+02
1.465620019499999944e+04,7.535919800000000350e+02
1.295220019499999944e+04,7.172570190000000139e+02
1.415640039099999922e+04,7.567329710000000205e+02
1.365720019499999944e+04,7.726409909999999854e+02
1.498209960900000078e+04,8.844439700000000357e+02
1.520100000000000000e+04,9.627199709999999868e+02
1.559920019499999944e+04,9.809219970000000330e+02
1.742950000000000000e+04,9.977199709999999868e+02
1.752700000000000000e+04,1.041680053999999927e+03
1.647759960900000078e+04,1.153170043999999962e+03
1.517009960900000078e+04,1.148530029000000013e+03
1.459540039099999922e+04,1.299739990000000034e+03
1.497329980500000056e+04,1.255819946000000073e+03
1.340579980500000056e+04,1.154930053999999927e+03
1.398059960900000078e+04,1.273199951000000056e+03
1.436020019499999944e+04,1.396420043999999962e+03
1.377200000000000000e+04,1.366770019999999931e+03
1.381979980500000056e+04,1.291920043999999962e+03
1.149050000000000000e+04,1.053689941000000090e+03
1.118859960900000078e+04,1.014250000000000000e+03
1.147490039099999922e+04,1.036280029000000013e+03
1.160740039099999922e+04,1.039099975999999970e+03
1.289920019499999944e+04,1.155150024000000030e+03
1.160009960900000078e+04,1.049579956000000038e+03
1.093140039099999922e+04,1.003260009999999966e+03
1.086840039099999922e+04,9.862290040000000317e+02
1.135940039099999922e+04,1.058780029000000013e+03
1.125940039099999922e+04,1.056030029000000013e+03
1.117140039099999922e+04,1.055170043999999962e+03
1.144070019499999944e+04,1.107069946000000073e+03
1.178629980500000056e+04,1.246010009999999966e+03
1.129640039099999922e+04,1.182359985000000052e+03
1.010629980500000056e+04,1.071130004999999983e+03
1.022109960900000078e+04,1.118310058999999910e+03
9.170540038999999524e+03,1.036790038999999979e+03
8.830750000000000000e+03,9.157849730000000363e+02
9.174910155999999915e+03,9.640189820000000509e+02
8.277009765999999217e+03,8.346820069999999987e+02
6.955270019999999931e+03,6.979509890000000496e+02
7.754000000000000000e+03,7.931220090000000482e+02
7.621299804999999651e+03,7.570679930000000013e+02
8.265589844000000085e+03,8.178070069999999987e+02
8.736980469000000085e+03,8.838649900000000343e+02
8.621900390999999217e+03,8.604149780000000192e+02
8.129970215000000280e+03,8.146599730000000363e+02
8.926570313000000169e+03,8.687069699999999557e+02
8.598309569999999439e+03,8.452579960000000483e+02
9.494629882999999609e+03,9.235609739999999874e+02
1.016640039099999922e+04,9.369760129999999663e+02
1.023390039099999922e+04,9.442100219999999808e+02
1.111270019499999944e+04,9.741149900000000343e+02
1.055179980500000056e+04,9.239210209999999961e+02
1.122529980500000056e+04,9.438649900000000343e+02
1.140370019499999944e+04,8.953709720000000516e+02
1.069040039099999922e+04,8.499710079999999834e+02
1.000500000000000000e+04,8.128449709999999868e+02
1.030109960900000078e+04,8.641890260000000126e+02
9.813070313000000169e+03,8.405150149999999485e+02
9.664730469000000085e+03,8.448099979999999505e+02
1.036670019499999944e+04,8.693150020000000495e+02
1.072559960900000078e+04,8.782650149999999485e+02
1.039790039099999922e+04,8.551989750000000186e+02
1.095100000000000000e+04,8.722000120000000152e+02
1.108640039099999922e+04,8.568530269999999973e+02
1.148970019499999944e+04,8.572249759999999696e+02
1.151259960900000078e+04,8.666779790000000503e+02
1.157329980500000056e+04,8.536840210000000297e+02
1.077990039099999922e+04,8.169509890000000496e+02
9.965570313000000169e+03,7.528309940000000324e+02
9.395009765999999217e+03,7.045960079999999834e+02
9.337549805000000561e+03,7.289160160000000133e+02
8.866000000000000000e+03,6.868900149999999485e+02
9.578629882999999609e+03,7.233389889999999696e+02
9.205120117000000391e+03,6.998309940000000324e+02
9.194849609000000783e+03,6.908270260000000462e+02
8.269809569999999439e+03,6.142910160000000133e+02
8.300860351999999693e+03,6.113040160000000469e+02
8.338349609000000783e+03,6.016660160000000133e+02
7.916879882999999609e+03,5.527789920000000166e+02
8.223679688000000169e+03,5.386439820000000509e+02
8.630650390999999217e+03,5.567260129999999663e+02
8.913469726999999693e+03,5.571749879999999848e+02
8.929280273000000307e+03,5.617319949999999835e+02
8.728469726999999693e+03,5.397020260000000462e+02
8.879620117000000391e+03,5.396190189999999802e+02
8.668120117000000391e+03,5.264390260000000126e+02
8.495780273000000307e+03,5.242869869999999537e+02
8.209400390999999217e+03,4.899509889999999928e+02
7.833040039000000434e+03,4.501159969999999930e+02
7.954479980000000069e+03,4.462789920000000166e+02
7.165700195000000349e+03,3.859679869999999937e+02
6.890520019999999931e+03,3.946449890000000096e+02
6.973529784999999720e+03,3.964570009999999911e+02
6.844229980000000069e+03,3.796069949999999835e+02
7.083799804999999651e+03,3.864249879999999848e+02
7.456109862999999677e+03,4.168930050000000165e+02
6.853839844000000085e+03,3.805429990000000089e+02
6.811470215000000280e+03,3.832319949999999835e+02
6.636319824000000153e+03,3.702850040000000149e+02
6.911089844000000085e+03,3.853139949999999772e+02
7.023520019999999931e+03,4.005079959999999915e+02
6.770729980000000069e+03,3.985260010000000079e+02
6.834759766000000127e+03,4.142430110000000241e+02
6.968319824000000153e+03,4.305400089999999977e+02
7.889250000000000000e+03,4.929410100000000057e+02
7.895959960999999566e+03,4.927349849999999947e+02
7.986240233999999873e+03,5.014779970000000162e+02
8.329110351999999693e+03,5.317020260000000462e+02
8.058669922000000042e+03,5.111470029999999838e+02
7.902089844000000085e+03,5.028940119999999752e+02
8.163419922000000042e+03,5.247890009999999847e+02
8.294309569999999439e+03,5.678889769999999544e+02
8.845830078000000867e+03,6.157180180000000291e+02
8.895580078000000867e+03,6.053950200000000450e+02
8.802459961000000476e+03,6.218599850000000515e+02
8.930879882999999609e+03,6.425479739999999538e+02
9.697500000000000000e+03,7.081580199999999650e+02
8.845740234000000783e+03,6.154160160000000133e+02
9.281509765999999217e+03,6.628090210000000297e+02
8.987049805000000561e+03,6.470319819999999709e+02
9.348480469000000085e+03,6.836779790000000503e+02
9.419080078000000867e+03,6.888809810000000198e+02
9.240549805000000561e+03,6.699240109999999504e+02
9.119009765999999217e+03,6.736129760000000033e+02
9.235919921999999133e+03,6.871489870000000337e+02
9.743860351999999693e+03,7.795430300000000443e+02
9.700759765999999217e+03,7.856240229999999656e+02
9.858150390999999217e+03,8.161199950000000172e+02
9.654799805000000561e+03,7.923109739999999874e+02
9.373009765999999217e+03,7.537249759999999696e+02
9.234820313000000169e+03,7.528569949999999835e+02
9.325179688000000169e+03,7.522750240000000304e+02
9.043940430000000561e+03,7.272769779999999855e+02
8.441490234000000783e+03,6.795859990000000153e+02
8.504889648000000307e+03,6.860479739999999538e+02
8.723940430000000561e+03,7.334959720000000516e+02
8.716790038999999524e+03,7.305490109999999504e+02
8.510379882999999609e+03,7.088709720000000516e+02
8.368830078000000867e+03,7.070499879999999848e+02
8.094319824000000153e+03,6.726569819999999709e+02
8.250969726999999693e+03,6.943670039999999517e+02
8.247179688000000169e+03,6.965300290000000132e+02
8.513250000000000000e+03,7.153690189999999802e+02
8.418990234000000783e+03,6.992219850000000179e+02
8.041779784999999720e+03,6.477410280000000284e+02
7.557819824000000153e+03,5.835850219999999808e+02
7.587339844000000085e+03,6.017550049999999828e+02
7.480140137000000323e+03,5.867340090000000146e+02
7.355879882999999609e+03,5.872800290000000132e+02
7.368220215000000280e+03,5.726680300000000443e+02
7.135990233999999873e+03,5.160360110000000304e+02
7.472589844000000085e+03,5.653880000000000337e+02
7.406520019999999931e+03,5.595900269999999637e+02
7.494169922000000042e+03,5.776450200000000450e+02
7.541450195000000349e+03,5.800430300000000443e+02
7.643450195000000349e+03,5.918079830000000356e+02
7.720250000000000000e+03,6.183289790000000039e+02
7.514470215000000280e+03,5.929849850000000515e+02
7.633759766000000127e+03,6.093029790000000503e+02
7.653979980000000069e+03,6.071240229999999656e+02
7.678240233999999873e+03,6.051870119999999815e+02
7.624919922000000042e+03,6.010770260000000462e+02
7.531979980000000069e+03,5.975620119999999815e+02
6.786020019999999931e+03,5.264790040000000317e+02
6.906919922000000042e+03,5.332839969999999994e+02
6.582359862999999677e+03,4.968429869999999937e+02
6.349899902000000111e+03,4.774939880000000016e+02
6.675350097999999889e+03,5.197420039999999517e+02
6.456580077999999958e+03,4.910039980000000241e+02
6.550160155999999915e+03,4.996419980000000010e+02
6.499270019999999931e+03,5.004479979999999841e+02
6.734819824000000153e+03,5.188909909999999854e+02
6.769939940999999635e+03,5.379569699999999557e+02
6.776549804999999651e+03,5.362680050000000165e+02
6.729740233999999873e+03,5.273670039999999517e+02
6.083689940999999635e+03,4.658169859999999858e+02
6.162479980000000069e+03,4.745199890000000096e+02
6.173229980000000069e+03,4.576719969999999762e+02
6.249180175999999847e+03,4.603099980000000073e+02
6.093669922000000042e+03,4.327720029999999838e+02
6.157129882999999609e+03,4.423649899999999775e+02
5.903439940999999635e+03,4.223649899999999775e+02
6.218299804999999651e+03,4.360090030000000070e+02
6.404000000000000000e+03,4.551799930000000245e+02
6.385819824000000153e+03,4.539179990000000089e+02
6.614180175999999847e+03,4.753469850000000179e+02
6.529589844000000085e+03,4.641950069999999755e+02
6.597549804999999651e+03,4.673179930000000013e+02
6.639140137000000323e+03,4.744119870000000105e+02
6.673500000000000000e+03,4.740119930000000181e+02
6.856930175999999847e+03,4.916600040000000149e+02
6.773879882999999609e+03,4.891189880000000016e+02
6.741750000000000000e+03,4.766820069999999987e+02
6.329950195000000349e+03,4.344240110000000072e+02
6.394709960999999566e+03,4.465180050000000165e+02
6.228810059000000365e+03,4.300740049999999997e+02
6.238049804999999651e+03,4.340270080000000235e+02
6.276120117000000391e+03,4.360859990000000153e+02
6.359640137000000323e+03,4.498500060000000076e+02
6.741750000000000000e+03,4.806579899999999839e+02
